"info-job__text","info-company__text","info-company-addon-type","info-tags__text","info-tags__text 2","info-tags__text 3","info-tags__text 4","info-description","text-highlight","info-othertags__text","info-othertags__text 2","info-othertags__text 4","info-othertags__text 5","last-processed-resume-at-text","date-container","actively-hiring-tag","text-highlight 6","last-cust-reply-text"
"經營企劃專員（經企組）","匯豐汽車股份有限公司","汽機車及其零配件／用品零售業","台北市南港區","1年以上","大學","月薪34,100~39,250元","1.統籌經營管理相關會議運作
2.整合跨部門或跨子公司間業務合作
3.分析產業營運資訊與市場動態，提出經營企劃建議
4.分析與資料運用","數據","年終獎金","節日獎金/禮品","優於勞基法特休","子女教育獎助學金","2 天內處理過履歷","5/02","","",""
"IT AP工程師","義成工廠股份有限公司","金屬手工具製造業","南投縣南投市","2年以上","大學","待遇面議","職缺一：
1. MES系統維護與開發(具備Python開發經驗)
2. ETL資料整合與開發
3. BI或SCADA作業指標需求建立、分析與開發

職缺二：
1. ERP系統功能維護與開發(具4GL經驗者佳)
2. ETL資料整合與開發
3. BI或SCADA作業指標開發
4. IT專案管理與使用者需求導入","","年終獎金","節日獎金/禮品","子女教育獎助學金","家庭日","","4/28","","","5 天內聯絡過求職者"
"資料工程師","澄映科技有限公司","電腦軟體服務業","台北市內湖區","2年以上","專科","待遇面議","1. 開發處理流程，使用 Python 和 Apache Airflow 搭配 Apache Spark 進行清洗、計算
2. 設計和維護 Data Pipelines
3. 設計和維護爬蟲系統
4. 產出報表、分析解讀，產出知識","數據","年終獎金","節日獎金/禮品","不用補班","優於勞基法特休","2 天內處理過履歷","4/28","積極徵才中","數據",""
"管理師(Marketing)","旭電馳科研股份有限公司","其他電子零組件相關業","台北市松山區","1年以上","大學","待遇面議","起與一群熱愛汽車與電動車的夥伴們討論怎麼提升 U-POWER品牌價值、怎麼持續給予車主最佳充電體驗、並把顧客服務做得更好、與團隊共同成長，歡迎與我們聊聊！

關於工作內容
●懂得用與圖表說故事
●瞭解公司營運方式並熟悉企業客戶充電方案
●固定提","數據","距捷運松山站約160公尺","","","","","4/28","積極徵才中","","5 天內聯絡過求職者"
"Senior Data Scientists","威旭資訊股份有限公司","電腦軟體服務業","台北市中正區","經歷不拘","學歷不拘","待遇面議","We are seeking a Senior Data Scientist with 6-8 years of experience in high-dimensional financial data analysis and machine learning optimization to drive data-driven decision-making.
Ideal candidates have a strong technical foundation and a passion for FinTech. We value critical thinking, data-driven decision-making, and innovation in data strategy, with a focus on refining algorithms and system architectures to enhance predictive accuracy and efficiency. 
This role offers a unique opportunity to cultivate and develop top talent, collaborating closely with the CEO, data statisticians, and traders to build models from the ground up. 
We foster a culture of open problem-solving, encouraging a balance between intellectual depth and practical implementation to drive innovation and excellence.

Roles/ Responsibilities:

Financial Data Analysis & Modeling
•	Conduct model monitoring and back-testing to validate model stability and effectiveness.
•	Explore market sentiment analysis using NLP/CV/LLM-based algorithms, applying insights to financial news, earnings reports, and other data sources.
•	Develop AI-driven applications for automated news analysis, investment recommendations, and risk management decision-making.
•	Continuously monitor and refine ML models to adapt to evolving market conditions.

Risk Management & Anomaly Detection
•	Research anomaly detection techniques to identify irregularities in financial data.
•	Design risk control models to monitor and mitigate extreme market fluctuations.

Required Skills: 
•	Technical Skills: Proficiency in Python, SQL, R (C++ is a plus). Experience with Spark, Kafka, and advanced data processing. Strong capability in machine learning model optimization.
•	Hands-on experience with high-complexity data processing. Prior exposure to financial data modeling is a plus.
•	Algorithm Knowledge: Deep understanding of statistics, machine learning, deep learning, time-series analysis, pattern recognition, computer vision, and NLP.

Preferred Qualifications:	
•	Bachelor's, Master's, or Ph.D. degree in Data Science, Computer Science, Electrical Engineering, Mathematics, or a related field is highly preferred.
•	English proficiency is a plus.

Other Requirement:	
•	Self-motivated individual with good communication skills.
•	Personal Attributes: Ability to tackle high-pressure technical challenges in a fast-paced financial environment. Highly goal-oriented, passionate about the field, and proactive in providing effective solutions.
•	English proficiency is a plus.

Interview Process (Process sequencing may be adjusted as appropriate)
Resume selection -->Coding Assessment ->  F2F or Google Meet Interview( Hiring team) --> HR Manager","","距捷運善導寺站約200公尺","年終獎金","津貼/補助","分紅配股","","4/28","積極徵才中","","2 天內聯絡過求職者"
"【UberEats_營運專員GR Operations Specialist】SQL分析/流程優化_RFS_865","藝珂人事顧問股份有限公司","人力仲介代徵","台北市信義區","1年以上","專科","月薪50,000~60,000元","【職缺簡介】
Uber Eats Grocery&Retail 是 Uber 最新的全球性服務之一，涵蓋了生鮮雜貨品牌商家、便利商店、藥妝店、零售店等領域，包括我們的 Dark Grocery 服務。
此職位將專注於透過驅動營運卓越，您將主導","數據","遠端工作","","","","","5/02","積極徵才中","","4 天內聯絡過求職者"
"瑪黑家居 成長行銷主管 Growth Marketing Lead","瑪黑家居選物股份有限公司","家庭電器／設備及用品零售業","新北市中和區","3年以上","專科","月薪62,000元以上","【工作項目】

1.成長策略規劃與執行：與企劃、門市團隊共同制定並優化全通路（官網、實體店）的
成長行銷策略，提升轉換率、客單價及回購率。

2.分析監控：電商網站流量、轉換率、客戶行為、廣告投放成效，提供驅動的決策
建議。

3.廣告與數位","數據","距捷運橋和站約250公尺","年終獎金","生日假","帶寵物上班","","4/29","積極徵才中","","2 天內聯絡過求職者"
"【外商】  Intern (2025年度分析實習生/有轉正機會)","海科科技有限公司","其它軟體及網路相關業","台北市中山區","經歷不拘","大學","時薪190~200元","1. Mastering big data analysis platforms (step-by-step guidance provided through the landing process).  
(掌握大分析平台的使用 (我們提","數據","外商公司","距捷運南京復興站約90公尺","節日獎金/禮品","津貼/補助","4 天內處理過履歷","4/28","積極徵才中","",""
"人工智慧課 (資深)工程師 (台北)","泓德能源科技股份有限公司","光電產業","台北市士林區","1年以上","大學","待遇面議","1.設計、構建和維護可擴展的分析架構與資料流處理系統。
2.整合多種資料來源，確保的準確性和完整性。
3.與科學家和產品團隊合作，提供所需的服務。
4.優化資料庫性能，確保處理高效可靠。
5.將機器學習模型部署到生產環境，確保","數據","年終獎金","節日獎金/禮品","分紅配股","員工宿舍","","4/28","","數據",""
"人工智慧課 (資深)工程師 (台北)","泓德能源科技股份有限公司","光電產業","台北市士林區","1年以上","大學","待遇面議","1.設計、構建和維護可擴展的分析架構與資料流處理系統。
2.整合多種資料來源，確保的準確性和完整性。
3.與科學家和產品團隊合作，提供所需的服務。
4.優化資料庫性能，確保處理高效可靠。
5.將機器學習模型部署到生產環境，確保","數據","年終獎金","節日獎金/禮品","分紅配股","員工宿舍","","4/28","","數據",""
"Assistant Data & Analytics Manager","美商雅詩蘭黛股份有限公司台灣分公司","藥品／化妝品及清潔用品零售業","台北市信義區","3年以上","大學","待遇面議","Data Analytics and Management 
•	Leverage and analyze different internal and external data resources to drive market insights for the business including general retail & prestige beauty market intelligence, trends & dynamics 
•	Partner with Growth Marketing Team on driving initiatives (e.g. consumer insights projects) and leverage different data sources to enrich business’ understanding of key consumer segments on a continuous basis and translate the insights into actionable recommendations
•	Gather, clean, and organize available data
•	Facilitate tagging requirements for data collecting, managing and reporting on web analytics, digital advertising properties and other website metrics 
•	Develop performance dashboards for business users & stakeholders that support all stages of e-comm funnel 
•	Maintain high standards for data quality, privacy, and security, ensuring that data is reliable and protected according to legal requirements and ELC standards


Analyze performance of ELC brands and campaigns with the e-retailer / platform
•	Analyze online user behavior, conversion data and customer journeys, funnel analysis and customer segments
•	Complete analysis with external data, such as market trends and competitor performance, to provide context and inform account management strategies
•	Follow up of business KPIs : sales data, transaction trends, AOV, ROI, traffic, customer acquisition, customer acquisition, profitability
•	Perform analysis per Category / Product x Brand x Affiliate
•	Support brands to drive and operationalize consumer insights on specific category & product to enrich consumer relevance of campaign planning


Support commercial planning with actionable insights
•	Support Joint Business Partnership with the e-retailer / platform
•	Provide recommendations of maximizing media spend, products, assets and assortment
•	Provide insights to accelerate the growth of our customer acquisition and increase customer retention 
•	Analyzing marketing campaigns and deliver ideas and recommendations 
•	Support the team to drive new online opportunities  
•	Provide ad-hoc analysis based on needs (eg: cross Brands x Affiliates for special activations)","","外商公司","距捷運市政府站約170公尺","節日獎金/禮品","津貼/補助","","4/23","","",""
